Reaction identifier	Equation	Enzyme class	Enzymes
RHEA:70867	L-glutamine(in) + L-alanine(out) + Na(+)(out) = L-glutamine(out) + L-alanine(in) + Na(+)(in)		644
RHEA:70871	L-valine(out) + L-glutamine(in) + Na(+)(out) = L-valine(in) + L-glutamine(out) + Na(+)(in)		644
RHEA:70875	L-glutamine(in) + L-methionine(out) + Na(+)(out) = L-glutamine(out) + L-methionine(in) + Na(+)(in)		644
RHEA:70879	L-threonine(out) + L-glutamine(in) + Na(+)(out) = L-threonine(in) + L-glutamine(out) + Na(+)(in)		644
RHEA:70883	L-glutamine(in) + L-glutamate(out) + Na(+)(out) + H(+)(out) = L-glutamine(out) + L-glutamate(in) + Na(+)(in) + H(+)(in)		645
RHEA:70887	L-glutamine(in) + L-serine(out) + Na(+)(out) = L-glutamine(out) + L-serine(in) + Na(+)(in)		644
RHEA:70891	L-asparagine(out) + L-glutamine(in) + Na(+)(out) = L-asparagine(in) + L-glutamine(out) + Na(+)(in)		644
RHEA:70915	guanosine(in) + H(+)(in) = guanosine(out) + H(+)(out)		2
RHEA:70919	dopamine(out) + chloride(out) + Na(+)(out) = dopamine(in) + chloride(in) + Na(+)(in)		330
RHEA:70923	(R)-noradrenaline(out) + chloride(out) + Na(+)(out) = (R)-noradrenaline(in) + chloride(in) + Na(+)(in)		330
RHEA:70927	(R)-glycerate(in) + H(+)(in) = (R)-glycerate(out) + H(+)(out)		3
RHEA:70931	dopamine(out) + chloride(out) + 2 Na(+)(out) = dopamine(in) + chloride(in) + 2 Na(+)(in)		330
RHEA:70935	L-lysine(in) = L-lysine(out)		5089
RHEA:70939	L-methionine(in) = L-methionine(out)		1911
RHEA:70943	L-isoleucine(in) = L-isoleucine(out)		1909
RHEA:70947	L-tryptophan(in) = L-tryptophan(out)		782
RHEA:70955	L-glutamate(in) + H(+)(in) = L-glutamate(out) + H(+)(out)		2444
RHEA:70967	3-sulfino-L-alanine(out) + L-glutamate(in) + H(+)(in) = 3-sulfino-L-alanine(in) + L-glutamate(out) + H(+)(out)		3054
RHEA:70975	3-sulfino-L-alanine(out) + L-aspartate(in) = 3-sulfino-L-alanine(in) + L-aspartate(out)		3053
RHEA:70979	4-aminobutanoate(out) + n H(+)(in) = 4-aminobutanoate(in) + n H(+)(out)		1795
RHEA:70983	glycine(out) + n H(+)(in) = glycine(in) + n H(+)(out)		1795
RHEA:70987	beta-alanine(out) + n H(+)(in) = beta-alanine(in) + n H(+)(out)		1795
RHEA:70991	L-mannopyranose(in) + H(+)(in) = L-mannopyranose(out) + H(+)(out)		1
RHEA:70995	L-cystine(out) + L-glutamate(in) = L-cystine(in) + L-glutamate(out)		1143
RHEA:71003	L-histidine(in) + L-phenylalanine(out) = L-histidine(out) + L-phenylalanine(in)		476
RHEA:71007	L-tryptophan(in) + L-phenylalanine(out) = L-tryptophan(out) + L-phenylalanine(in)		476
RHEA:71011	L-isoleucine(in) + L-phenylalanine(out) = L-isoleucine(out) + L-phenylalanine(in)		476
RHEA:71019	L-valine(in) + L-phenylalanine(out) = L-valine(out) + L-phenylalanine(in)		476
RHEA:71023	L-leucine(in) + L-phenylalanine(out) = L-leucine(out) + L-phenylalanine(in)		476
RHEA:71027	L-glutamine(in) + L-phenylalanine(out) = L-glutamine(out) + L-phenylalanine(in)		476
RHEA:71031	L-cysteine(in) + L-phenylalanine(out) = L-cysteine(out) + L-phenylalanine(in)		476
RHEA:71035	L-phenylalanine(out) + L-serine(in) = L-phenylalanine(in) + L-serine(out)		476
RHEA:71039	L-phenylalanine(out) + L-methionine(in) = L-phenylalanine(in) + L-methionine(out)		476
RHEA:71043	L-phenylalanine(out) + L-alanine(in) = L-phenylalanine(in) + L-alanine(out)		476
RHEA:71047	L-phenylalanine(out) + glycine(in) = L-phenylalanine(in) + glycine(out)		476
RHEA:71051	L-leucine(out) + L-methionine(in) = L-leucine(in) + L-methionine(out)		476
RHEA:71055	L-cysteine(out) + L-methionine(in) = L-cysteine(in) + L-methionine(out)		476
RHEA:71059	L-leucine(out) + L-arginine(in) = L-leucine(in) + L-arginine(out)		2796
RHEA:71063	L-histidine(out) + L-arginine(in) = L-histidine(in) + L-arginine(out)		6935
RHEA:71067	L-arginine(in) + L-phenylalanine(out) = L-arginine(out) + L-phenylalanine(in)		2796
RHEA:71071	L-cysteine(out) + L-arginine(in) = L-cysteine(in) + L-arginine(out)		2796
RHEA:71075	L-cystine(out) + L-arginine(in) = L-cystine(in) + L-arginine(out)		2796
RHEA:71083	estrone 3-sulfate(out) + 2 Na(+)(out) = estrone 3-sulfate(in) + 2 Na(+)(in)		611
RHEA:71087	17beta-estradiol 3-sulfate(out) + 2 Na(+)(out) = 17beta-estradiol 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71091	dehydroepiandrosterone 3-sulfate(out) + 2 Na(+)(out) = dehydroepiandrosterone 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71095	pregnenolone sulfate(out) + 2 Na(+)(out) = pregnenolone sulfate(in) + 2 Na(+)(in)		4
RHEA:71099	androst-5-ene-diol 3-sulfate(out) + 2 Na(+)(out) = androst-5-ene-diol 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71103	S-methylmercury-L-cysteine(out) + L-methionine(in) = S-methylmercury-L-cysteine(in) + L-methionine(out)		476
RHEA:71107	S-methylmercury-L-cysteine(in) + L-leucine(out) = S-methylmercury-L-cysteine(out) + L-leucine(in)		476
RHEA:71111	S-methylmercury-L-cysteine(in) + L-phenylalanine(out) = S-methylmercury-L-cysteine(out) + L-phenylalanine(in)		476
RHEA:71127	L-glutamine(out) + Na(+)(out) + H(+)(in) = L-glutamine(in) + Na(+)(in) + H(+)(out)		7
RHEA:71131	L-asparagine(out) + Na(+)(out) + H(+)(in) = L-asparagine(in) + Na(+)(in) + H(+)(out)		7
RHEA:71135	L-histidine(out) + Na(+)(out) + H(+)(in) = L-histidine(in) + Na(+)(in) + H(+)(out)		8
RHEA:71159	L-serine(out) + Na(+)(out) + H(+)(in) = L-serine(in) + Na(+)(in) + H(+)(out)		4
RHEA:71163	L-alanine(out) + Na(+)(out) + H(+)(in) = L-alanine(in) + Na(+)(in) + H(+)(out)		4
RHEA:71167	glycine(out) + Na(+)(out) + H(+)(in) = glycine(in) + Na(+)(in) + H(+)(out)		4
RHEA:71171	L-cysteine(out) + Na(+)(out) + H(+)(in) = L-cysteine(in) + Na(+)(in) + H(+)(out)		4
RHEA:71175	glycine betaine(out) + 2 chloride(out) + 3 Na(+)(out) = glycine betaine(in) + 2 chloride(in) + 3 Na(+)(in)		270
RHEA:71179	L-histidine(out) + L-tryptophan(in) = L-histidine(in) + L-tryptophan(out)		0
RHEA:71183	L-kynurenine(out) + L-tryptophan(in) = L-kynurenine(in) + L-tryptophan(out)		0
RHEA:71187	3-hydroxy-L-kynurenine(out) + L-tryptophan(in) = 3-hydroxy-L-kynurenine(in) + L-tryptophan(out)		0
RHEA:71191	an L-alpha-amino acid(in) + L-kynurenine(out) = an L-alpha-amino acid(out) + L-kynurenine(in)		1143
RHEA:71195	Zn(2+)(out) + H(+)(out) = Zn(2+)(in) + H(+)(in)		1158
RHEA:71199	L-ornithine(in) = L-ornithine(out)		5082
RHEA:71203	L-homoarginine(in) = L-homoarginine(out)		958
RHEA:71207	iodide(out) + 2 Na(+)(out) = iodide(in) + 2 Na(+)(in)		3379
RHEA:71211	chlorate(out) + 2 Na(+)(out) = chlorate(in) + 2 Na(+)(in)		3
RHEA:71215	thiocyanate(out) + 2 Na(+)(out) = thiocyanate(in) + 2 Na(+)(in)		3
RHEA:71219	nitrate(out) + 2 Na(+)(out) = nitrate(in) + 2 Na(+)(in)		3
RHEA:71223	taurine(out) + chloride(out) + 2 Na(+)(out) = taurine(in) + chloride(in) + 2 Na(+)(in)		2165
RHEA:71227	selenocyanate(out) + 2 Na(+)(out) = selenocyanate(in) + 2 Na(+)(in)		3
RHEA:71243	hypotaurine(out) + chloride(out) + 2 Na(+)(out) = hypotaurine(in) + chloride(in) + 2 Na(+)(in)		2169
RHEA:71247	beta-alanine(out) + chloride(out) + 2 Na(+)(out) = beta-alanine(in) + chloride(in) + 2 Na(+)(in)		2166
RHEA:71255	3 Na(+)(out) + phosphate(out) = 3 Na(+)(in) + phosphate(in)		6919
RHEA:71259	2 Na(+)(out) + phosphate(out) = 2 Na(+)(in) + phosphate(in)		1513
RHEA:71263	L-proline(out) + chloride(out) + 2 Na(+)(out) = L-proline(in) + chloride(in) + 2 Na(+)(in)		6
RHEA:71267	L-pipecolate(out) + chloride(out) + 2 Na(+)(out) = L-pipecolate(in) + chloride(in) + 2 Na(+)(in)		6
RHEA:71271	thiamine(out) + H(+)(in) = thiamine(in) + H(+)(out)		14
RHEA:71275	taurolithocholate 3-sulfate(out) + 2 Na(+)(out) = taurolithocholate 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71279	L-leucine(out) + chloride(out) + 2 Na(+)(out) = L-leucine(in) + chloride(in) + 2 Na(+)(in)		4
RHEA:71283	L-glutamine(out) + chloride(out) + 2 Na(+)(out) = L-glutamine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71287	L-arginine(out) + chloride(out) + 2 Na(+)(out) = L-arginine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71291	(R)-carnitine(out) + chloride(out) + 2 Na(+)(out) = (R)-carnitine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71295	O-propanoyl-(R)-carnitine(out) + chloride(out) + 2 Na(+)(out) = O-propanoyl-(R)-carnitine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71299	L-isoleucine(out) + chloride(out) + 2 Na(+)(out) = L-isoleucine(in) + chloride(in) + 2 Na(+)(in)		4
RHEA:71303	L-methionine(out) + chloride(out) + 2 Na(+)(out) = L-methionine(in) + chloride(in) + 2 Na(+)(in)		4
RHEA:71307	L-valine(out) + chloride(out) + 2 Na(+)(out) = L-valine(in) + chloride(in) + 2 Na(+)(in)		4
RHEA:71311	L-alanine(out) + chloride(out) + 2 Na(+)(out) = L-alanine(in) + chloride(in) + 2 Na(+)(in)		4
RHEA:71315	L-serine(out) + chloride(out) + 2 Na(+)(out) = L-serine(in) + chloride(in) + 2 Na(+)(in)		4
RHEA:71319	L-cysteine(out) + chloride(out) + 2 Na(+)(out) = L-cysteine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71323	L-asparagine(out) + chloride(out) + 2 Na(+)(out) = L-asparagine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71327	L-threonine(out) + chloride(out) + 2 Na(+)(out) = L-threonine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71331	L-phenylalanine(out) + chloride(out) + 2 Na(+)(out) = L-phenylalanine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71335	L-tryptophan(out) + chloride(out) + 2 Na(+)(out) = L-tryptophan(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71339	L-tyrosine(out) + chloride(out) + 2 Na(+)(out) = L-tyrosine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71343	L-histidine(out) + chloride(out) + 2 Na(+)(out) = L-histidine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71347	L-lysine(out) + chloride(out) + 2 Na(+)(out) = L-lysine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:71351	androsterone 3alpha-sulfate(out) + 2 Na(+)(out) = androsterone 3alpha-sulfate(in) + 2 Na(+)(in)		4
RHEA:71355	5alpha-dihydrotestosterone sulfate(out) + 2 Na(+)(out) = 5alpha-dihydrotestosterone sulfate(in) + 2 Na(+)(in)		4
RHEA:71359	17beta-estradiol 17-sulfate(out) + 2 Na(+)(out) = 17beta-estradiol 17-sulfate(in) + 2 Na(+)(in)		4
RHEA:71363	17alpha-hydroxypregnenolone 3-sulfate(out) + 2 Na(+)(out) = 17alpha-hydroxypregnenolone 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71367	epiandrosterone 3-sulfate(out) + 2 Na(+)(out) = epiandrosterone 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71371	epitestosterone 17-sulfate(out) + 2 Na(+)(out) = epitestosterone 17-sulfate(in) + 2 Na(+)(in)		4
RHEA:71375	testosterone 17-sulfate(out) + 2 Na(+)(out) = testosterone 17-sulfate(in) + 2 Na(+)(in)		4
RHEA:71379	D-aspartate(out) + K(+)(in) + 3 Na(+)(out) + H(+)(out) = D-aspartate(in) + K(+)(out) + 3 Na(+)(in) + H(+)(in)		6329
RHEA:71383	L-asparagine(in) + Na(+)(in) = L-asparagine(out) + Na(+)(out)		2810
RHEA:71387	L-pipecolate(in) + Na(+)(in) = L-pipecolate(out) + Na(+)(out)		449
RHEA:71391	16alpha-hydroxydehydroepiandrosterone 3-sulfate(out) + 2 Na(+)(out) = 16alpha-hydroxydehydroepiandrosterone 3-sulfate(in) + 2 Na(+)(in)		4
RHEA:71395	(5Z,8Z,11Z,14Z)-eicosatetraenoate(out) = (5Z,8Z,11Z,14Z)-eicosatetraenoate(in)		8
RHEA:71411	3,3',5-triiodo-L-thyronine(out) + L-tryptophan(in) = 3,3',5-triiodo-L-thyronine(in) + L-tryptophan(out)		0
RHEA:71415	3,3',5-triiodo-L-thyronine(out) + L-phenylalanine(in) = 3,3',5-triiodo-L-thyronine(in) + L-phenylalanine(out)		0
RHEA:71419	3,3',5-triiodo-L-thyronine(out) + L-tyrosine(in) = 3,3',5-triiodo-L-thyronine(in) + L-tyrosine(out)		0
RHEA:71423	an aromatic L-alpha-amino acid(in) + 3,3',5-triiodo-L-thyronine(out) = an aromatic L-alpha-amino acid(out) + 3,3',5-triiodo-L-thyronine(in)		0
RHEA:71427	3,3'-diiodo-L-thyronine(out) + an aromatic L-alpha-amino acid(in) = 3,3'-diiodo-L-thyronine(in) + an aromatic L-alpha-amino acid(out)		0
RHEA:71431	3,3',5'-triiodo-L-thyronine(out) + an aromatic L-alpha-amino acid(in) = 3,3',5'-triiodo-L-thyronine(in) + an aromatic L-alpha-amino acid(out)		0
RHEA:71435	L-thyroxine(out) + an aromatic L-alpha-amino acid(in) = L-thyroxine(in) + an aromatic L-alpha-amino acid(out)		0
RHEA:71439	L-dopa(out) + L-phenylalanine(in) = L-dopa(in) + L-phenylalanine(out)		476
RHEA:71443	3-O-methyl-L-dopa(out) + L-phenylalanine(in) = 3-O-methyl-L-dopa(in) + L-phenylalanine(out)		0
RHEA:71447	D-alanine(in) + Na(+)(in) = D-alanine(out) + Na(+)(out)		2
RHEA:71491	a 6-(alpha-D-glucosaminyl)-1-(1,2-diacyl-sn-glycero-3-phospho)-1D-myo-inositol(in) = a 6-(alpha-D-glucosaminyl)-1-(1,2-diacyl-sn-glycero-3-phospho)-1D-myo-inositol(out)		2224
RHEA:71495	6-(alpha-D-glucosaminyl)-(1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycero-3-phospho)-1D-myo-inositol(in) = 6-(alpha-D-glucosaminyl)-(1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycero-3-phospho)-1D-myo-inositol(out)		2224
RHEA:71499	6-(N-acetyl-alpha-D-glucosaminyl)-(1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycero-3-phospho)-1D-myo-inositol(in) = 6-(N-acetyl-alpha-D-glucosaminyl)-(1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycero-3-phospho)-1D-myo-inositol(out)		0
RHEA:71503	a 6-(N-acetyl-alpha-D-glucosaminyl)-1-(1,2-diacyl-sn-glycero-3-phospho)-1D-myo-inositol(in) = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-(1,2-diacyl-sn-glycero-3-phospho)-1D-myo-inositol(out)		0
RHEA:71507	(+)-alpha-tocopherol(out) = (+)-alpha-tocopherol(in)		0
RHEA:71511	phylloquinone(out) = phylloquinone(in)		0
RHEA:71515	hypoxanthine(out) = hypoxanthine(in)		212
RHEA:71519	uridine(out) = uridine(in)		213
RHEA:71523	adenine(out) = adenine(in)		215
RHEA:71527	thymine(out) = thymine(in)		208
RHEA:71531	guanine(out) = guanine(in)		215
RHEA:71535	D-glucose 6-phosphate(in) + phosphate(out) = D-glucose 6-phosphate(out) + phosphate(in)		2430
RHEA:71539	2 nitrate(out) + H(+)(out) = 2 nitrate(in) + H(+)(in)		2642
RHEA:71579	CDP-L-ribitol(in) + CDP(out) = CDP-L-ribitol(out) + CDP(in)		11
RHEA:71583	L-histidine(in) + Na(+)(in) = L-histidine(out) + Na(+)(out)		1361
RHEA:71587	(S)-malate(in) + 2-oxoglutarate(out) = (S)-malate(out) + 2-oxoglutarate(in)		1351
RHEA:71591	malonate(in) + 2-oxoglutarate(out) = malonate(out) + 2-oxoglutarate(in)		1351
RHEA:71595	succinate(in) + 2-oxoglutarate(out) = succinate(out) + 2-oxoglutarate(in)		1351
RHEA:71599	maleate(in) + 2-oxoglutarate(out) = maleate(out) + 2-oxoglutarate(in)		1351
RHEA:71603	oxaloacetate(in) + 2-oxoglutarate(out) = oxaloacetate(out) + 2-oxoglutarate(in)		1351
RHEA:71607	(S)-malate(in) + phosphate(out) = (S)-malate(out) + phosphate(in)		747
RHEA:71611	malonate(out) + (S)-malate(in) = malonate(in) + (S)-malate(out)		747
RHEA:71615	(S)-malate(in) + sulfate(out) = (S)-malate(out) + sulfate(in)		2442
RHEA:71619	2 thiosulfate(out) + (S)-malate(in) = 2 thiosulfate(in) + (S)-malate(out)		1
RHEA:71623	malonate(out) + phosphate(in) = malonate(in) + phosphate(out)		747
RHEA:71627	succinate(out) + phosphate(in) = succinate(in) + phosphate(out)		747
RHEA:71631	sulfate(out) + phosphate(in) = sulfate(in) + phosphate(out)		2442
RHEA:71635	2 thiosulfate(out) + phosphate(in) = 2 thiosulfate(in) + phosphate(out)		1
RHEA:71639	K(+)(in) + Na(+)(in) = K(+)(out) + Na(+)(out)		1
RHEA:71663	a menaquinone + succinate + 2 H(+)(out) = a menaquinol + fumarate + 2 H(+)(in)	EC:7.1.1.12 succinate dehydrogenase (electrogenic, proton-motive force generating)	0
RHEA:71667	malonate(out) + succinate(in) = malonate(in) + succinate(out)		747
RHEA:71671	glycyl-L-glutamine(out) + H(+)(out) = glycyl-L-glutamine(in) + H(+)(in)		1110
RHEA:71675	glycyl-L-leucine(out) + H(+)(out) = glycyl-L-leucine(in) + H(+)(in)		1110
RHEA:71679	L-lysyl-glycine(out) + H(+)(out) = L-lysyl-glycine(in) + H(+)(in)		1110
RHEA:71683	L-aspartyl-glycine(out) + 2 H(+)(out) = L-aspartyl-glycine(in) + 2 H(+)(in)		1110
RHEA:71687	glycyl-L-aspartate(out) + 2 H(+)(out) = glycyl-L-aspartate(in) + 2 H(+)(in)		1110
RHEA:71691	glycyl-L-glutamate(out) + 2 H(+)(out) = glycyl-L-glutamate(in) + 2 H(+)(in)		1110
RHEA:71695	L-alanyl-L-aspartate(out) + 2 H(+)(out) = L-alanyl-L-aspartate(in) + 2 H(+)(in)		1110
RHEA:71699	L-phenylalanyl-L-leucine(out) + H(+)(out) = L-phenylalanyl-L-leucine(in) + H(+)(in)		1110
RHEA:71703	taurocholate(out) = taurocholate(in)		29
RHEA:71707	L-phenylalanyl-L-phenylalanine(out) + H(+)(out) = L-phenylalanyl-L-phenylalanine(in) + H(+)(in)		1110
RHEA:71711	L-tyrosylglycine(out) + H(+)(out) = L-tyrosylglycine(in) + H(+)(in)		1110
RHEA:71715	L-leucyl-L-leucine(out) + H(+)(out) = L-leucyl-L-leucine(in) + H(+)(in)		1110
RHEA:71719	L-methionyl-L-phenylalanyl-L-methionine(out) + H(+)(out) = L-methionyl-L-phenylalanyl-L-methionine(in) + H(+)(in)		1110
RHEA:71723	L-alanyl-L-leucyl-L-alanine(out) + H(+)(out) = L-alanyl-L-leucyl-L-alanine(in) + H(+)(in)		1110
RHEA:71727	fumarate(in) + citrate(out) = fumarate(out) + citrate(in)		0
RHEA:71731	tartrate(in) + citrate(out) = tartrate(out) + citrate(in)		0
RHEA:71739	2-oxoadipate(in) + 2-oxoglutarate(out) = 2-oxoadipate(out) + 2-oxoglutarate(in)		1707
RHEA:71743	hexanedioate(in) + 2-oxoglutarate(out) = hexanedioate(out) + 2-oxoglutarate(in)		1707
RHEA:71747	L-2-aminoadipate(in) + 2-oxoglutarate(out) = L-2-aminoadipate(out) + 2-oxoglutarate(in)		1707
RHEA:71751	glutarate(in) + 2-oxoglutarate(out) = glutarate(out) + 2-oxoglutarate(in)		1714
RHEA:71755	2-oxoheptanedioate(in) + 2-oxoglutarate(out) = 2-oxoheptanedioate(out) + 2-oxoglutarate(in)		1707
RHEA:71759	heptanedioate(in) + 2-oxoglutarate(out) = heptanedioate(out) + 2-oxoglutarate(in)		1707
RHEA:71763	citrate(in) + 2-oxoglutarate(out) = citrate(out) + 2-oxoglutarate(in)		1707
RHEA:71775	acetoacetate(out) + H(+)(out) = acetoacetate(in) + H(+)(in)		1948
RHEA:71779	4-methyl-2-oxopentanoate(out) + H(+)(out) = 4-methyl-2-oxopentanoate(in) + H(+)(in)		2931
RHEA:71783	3-methyl-2-oxobutanoate(out) + H(+)(out) = 3-methyl-2-oxobutanoate(in) + H(+)(in)		2931
RHEA:71791	(R)-lactate(in) + H(+)(in) = (R)-lactate(out) + H(+)(out)		1529
RHEA:71795	(R)-3-hydroxybutanoate(out) + H(+)(out) = (R)-3-hydroxybutanoate(in) + H(+)(in)		1948
RHEA:71799	Ca(2+)(in) + H(+)(out) = Ca(2+)(out) + H(+)(in)		2
RHEA:71803	acetate(out) + H(+)(out) = acetate(in) + H(+)(in)		324
RHEA:71811	3,3',5-triiodo-L-thyronine(out) = 3,3',5-triiodo-L-thyronine(in)		1682
RHEA:71815	3,3',5'-triiodo-L-thyronine(out) = 3,3',5'-triiodo-L-thyronine(in)		1962
RHEA:71819	L-thyroxine(out) = L-thyroxine(in)		2964
RHEA:71823	3,3'-diiodo-L-thyronine(out) = 3,3'-diiodo-L-thyronine(in)		640
RHEA:71827	arsenate(in) + H(+)(in) = arsenate(out) + H(+)(out)		1
RHEA:71831	creatine(out) + chloride(out) + 2 Na(+)(out) = creatine(in) + chloride(in) + 2 Na(+)(in)		259
RHEA:71835	estrone 3-sulfate(out) = estrone 3-sulfate(in)		427
RHEA:71839	dehydroepiandrosterone 3-sulfate(out) = dehydroepiandrosterone 3-sulfate(in)		18
RHEA:71843	tauroursodeoxycholate(out) = tauroursodeoxycholate(in)		12
RHEA:71847	glycoursodeoxycholate(out) = glycoursodeoxycholate(in)		12
RHEA:71851	glycocholate(out) = glycocholate(in)		20
RHEA:71855	taurochenodeoxycholate(out) = taurochenodeoxycholate(in)		12
RHEA:71859	glycochenodeoxycholate(out) = glycochenodeoxycholate(in)		12
RHEA:71863	taurodeoxycholate(out) = taurodeoxycholate(in)		12
RHEA:71867	glycodeoxycholate(out) = glycodeoxycholate(in)		12
RHEA:71871	(S)-3-hydroxybutanoate(out) + H(+)(out) = (S)-3-hydroxybutanoate(in) + H(+)(in)		755
RHEA:71875	taurocholate(out) + 2 Na(+)(out) = taurocholate(in) + 2 Na(+)(in)		1459
RHEA:71911	cholate(out) + 2 Na(+)(out) = cholate(in) + 2 Na(+)(in)		1459
RHEA:71915	tauronorcholate(out) + 2 Na(+)(out) = tauronorcholate(in) + 2 Na(+)(in)		1459
RHEA:71919	succinate(out) + 3 Na(+)(out) = succinate(in) + 3 Na(+)(in)		7
RHEA:71923	taurochenodeoxycholate(out) + 2 Na(+)(out) = taurochenodeoxycholate(in) + 2 Na(+)(in)		1459
RHEA:71927	tauroursodeoxycholate(out) + 2 Na(+)(out) = tauroursodeoxycholate(in) + 2 Na(+)(in)		1459
RHEA:71931	fumarate(out) + 3 Na(+)(out) = fumarate(in) + 3 Na(+)(in)		7
RHEA:71935	glycocholate(out) + 2 Na(+)(out) = glycocholate(in) + 2 Na(+)(in)		1459
RHEA:71939	2-oxoglutarate(out) + 3 Na(+)(out) = 2-oxoglutarate(in) + 3 Na(+)(in)		7
RHEA:71943	(S)-malate(out) + 3 Na(+)(out) = (S)-malate(in) + 3 Na(+)(in)		0
RHEA:71947	N-acetyl-L-aspartate(out) + 3 Na(+)(out) = N-acetyl-L-aspartate(in) + 3 Na(+)(in)		3
RHEA:71951	sulfate(out) + 3 Na(+)(out) = sulfate(in) + 3 Na(+)(in)		4
RHEA:71955	glutarate(out) + 3 Na(+)(out) = glutarate(in) + 3 Na(+)(in)		3
RHEA:71959	oxaloacetate(out) + 3 Na(+)(out) = oxaloacetate(in) + 3 Na(+)(in)		0
RHEA:71963	(R)-2-hydroxyglutarate(out) + 3 Na(+)(out) = (R)-2-hydroxyglutarate(in) + 3 Na(+)(in)		0
RHEA:71967	(S)-2-hydroxyglutarate(out) + 3 Na(+)(out) = (S)-2-hydroxyglutarate(in) + 3 Na(+)(in)		0
RHEA:71971	3-hydroxyglutarate(out) + 3 Na(+)(out) = 3-hydroxyglutarate(in) + 3 Na(+)(in)		0
RHEA:71975	glutathione(out) + 3 Na(+)(out) = glutathione(in) + 3 Na(+)(in)		0
RHEA:72003	urate(out) + (S)-lactate(in) = urate(in) + (S)-lactate(out)		4
RHEA:72007	urate(out) + succinate(in) = urate(in) + succinate(out)		1
RHEA:72011	urate(out) + glutathione(in) = urate(in) + glutathione(out)		1
RHEA:72023	nicotinate(in) + urate(out) = nicotinate(out) + urate(in)		4
RHEA:72035	phosphate(in) + ATP(out) + 2 H(+)(out) = phosphate(out) + ATP(in) + 2 H(+)(in)		1494
RHEA:72039	orotate(out) + nicotinate(in) = orotate(in) + nicotinate(out)		3
RHEA:72043	orotate(out) + L-glutamate(in) = orotate(in) + L-glutamate(out)		396
RHEA:72051	butanoate(out) + estrone 3-sulfate(in) = butanoate(in) + estrone 3-sulfate(out)		2
RHEA:72055	glycodeoxycholate(out) + 2 Na(+)(out) = glycodeoxycholate(in) + 2 Na(+)(in)		0
RHEA:72059	glycochenodeoxycholate(out) + 2 Na(+)(out) = glycochenodeoxycholate(in) + 2 Na(+)(in)		0
RHEA:72063	glycoursodeoxycholate(out) + 2 Na(+)(out) = glycoursodeoxycholate(in) + 2 Na(+)(in)		0
RHEA:72079	selenate(out) + 3 Na(+)(out) = selenate(in) + 3 Na(+)(in)		3
RHEA:72087	taurodeoxycholate(out) + 2 Na(+)(out) = taurodeoxycholate(in) + 2 Na(+)(in)		1459
RHEA:72091	(R)-carnitine(out) + Na(+)(out) = (R)-carnitine(in) + Na(+)(in)		93
RHEA:72095	(S)-carnitine(out) + Na(+)(out) = (S)-carnitine(in) + Na(+)(in)		3
RHEA:72099	O-acetyl-(R)-carnitine(out) + Na(+)(out) = O-acetyl-(R)-carnitine(in) + Na(+)(in)		3
RHEA:72103	O-propanoyl-(R)-carnitine(out) + Na(+)(out) = O-propanoyl-(R)-carnitine(in) + Na(+)(in)		3
RHEA:72107	an O-acyl-(R)-carnitine(out) + Na(+)(out) = an O-acyl-(R)-carnitine(in) + Na(+)(in)		3
RHEA:72111	L-glutamyl-L-arginyl-glycyl-L-methionyl-L-threonine(out) + Na(+)(out) = L-glutamyl-L-arginyl-glycyl-L-methionyl-L-threonine(in) + Na(+)(in)		3
RHEA:72115	glycine betaine(out) + Na(+)(out) = glycine betaine(in) + Na(+)(in)		7
RHEA:72119	glycine betaine(out) + (R)-carnitine(in) = glycine betaine(in) + (R)-carnitine(out)		3
RHEA:72123	O-butanoyl-(R)-carnitine(out) + Na(+)(out) = O-butanoyl-(R)-carnitine(in) + Na(+)(in)		3
RHEA:72127	agmatine(in) + H(+)(out) = agmatine(out) + H(+)(in)		6
RHEA:72131	agmatine(out) = agmatine(in)		1187
RHEA:72135	putrescine(out) = putrescine(in)		976
