Reaction identifier	Equation	Enzyme class	Enzymes
RHEA:81551	a 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol(in) = a 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol(out)		0
RHEA:81611	S-[(2E,6E,10E)-geranylgeranyl]-L-glutathione(in) + ATP + H2O = S-[(2E,6E,10E)-geranylgeranyl]-L-glutathione(out) + ADP + phosphate + H(+)		761
RHEA:81663	glutathione disulfide(in) + ATP + H2O = glutathione disulfide(out) + ADP + phosphate + H(+)		0
RHEA:81667	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate)(out) + a 1,2-diacyl-sn-glycero-3-phospho-L-serine(in) = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate)(in) + a 1,2-diacyl-sn-glycero-3-phospho-L-serine(out)		1892
RHEA:81695	prostaglandin A2-S-(R)-glutathione(in) + ATP + H2O = prostaglandin A2-S-(R)-glutathione(out) + ADP + phosphate + H(+)		761
RHEA:81699	prostaglandin A2-S-(S)-glutathione(in) + ATP + H2O = prostaglandin A2-S-(S)-glutathione(out) + ADP + phosphate + H(+)		761
RHEA:82047	L-2-aminoadipate(in) + L-glutamate(out) + H(+)(out) = L-2-aminoadipate(out) + L-glutamate(in) + H(+)(in)		1
RHEA:82291	itaconate(in) + ATP + H2O = itaconate(out) + ADP + phosphate + H(+)		861
RHEA:82295	itaconate(out) + 3 Na(+)(out) = itaconate(in) + 3 Na(+)(in)		3
RHEA:82359	biliverdin IXalpha(in) + ATP + H2O = biliverdin IXalpha(out) + ADP + phosphate + H(+)		1050
RHEA:82559	K(+)(in) + L-cysteine(out) + 3 Na(+)(out) + H(+)(out) = K(+)(out) + L-cysteine(in) + 3 Na(+)(in) + H(+)(in)		1069
RHEA:82863	Zn(2+)(in) + Ca(2+)(out) = Zn(2+)(out) + Ca(2+)(in)		0
RHEA:82879	3,5-diiodo-L-tyrosine(in) = 3,5-diiodo-L-tyrosine(out)		0
RHEA:82883	3-iodo-L-tyrosine(in) = 3-iodo-L-tyrosine(out)		0
RHEA:82891	indoxyl sulfate(out) = indoxyl sulfate(in)		0
RHEA:84235	(indol-3-yl)acetate(in) + ATP + H2O = (indol-3-yl)acetate(out) + ADP + phosphate + H(+)		5
RHEA:84239	brassinolide(in) + ATP + H2O = brassinolide(out) + ADP + phosphate + H(+)		2
RHEA:84263	24-epi-brassinolide(in) + ATP + H2O = 24-epi-brassinolide(out) + ADP + phosphate + H(+)		2
RHEA:84267	24-epi-castasterone(in) + ATP + H2O = 24-epi-castasterone(out) + ADP + phosphate + H(+)		2
RHEA:84271	castasterone(in) + ATP + H2O = castasterone(out) + ADP + phosphate + H(+)		2
RHEA:10192	sulfate(out) + ATP + H2O = sulfate(in) + ADP + phosphate + H(+)	EC:7.3.2.3 ABC-type sulfate transporter	68
RHEA:10260	Mg(2+)(out) + ATP + H2O = Mg(2+)(in) + ADP + phosphate + H(+)	EC:7.2.2.14 P-type Mg(2+) transporter	10049
RHEA:10376	Cu(2+)(in) + ATP + H2O = Cu(2+)(out) + ADP + phosphate + H(+)	EC:7.2.2.9 P-type Cu(2+) transporter	4902
RHEA:10848	an [alpha-factor](in) + ATP + H2O = an [alpha-factor](out) + ADP + phosphate + H(+)	EC:7.4.2.7 ABC-type alpha-factor-pheromone transporter	2
RHEA:11036	a quaternary ammonium(out) + ATP + H2O = a quaternary ammonium(in) + ADP + phosphate + H(+)	EC:7.6.2.9 ABC-type quaternary amine transporter	19391
RHEA:11348	arsenite(in) + ATP + H2O = arsenite(out) + ADP + phosphate + H(+)	EC:7.3.2.7 arsenite-transporting ATPase	7592
RHEA:11436	4 Fe(II)-[cytochrome c] + O2 + 8 H(+)(in) = 4 Fe(III)-[cytochrome c] + 2 H2O + 4 H(+)(out)	EC:7.1.1.9 cytochrome-c oxidase	1895778
RHEA:11484	a quinol + 2 Fe(III)-[cytochrome c](out) = a quinone + 2 Fe(II)-[cytochrome c](out) + 2 H(+)(out)	EC:7.1.1.8 quinol--cytochrome-c reductase	30111
RHEA:12132	Cd(2+)(in) + ATP + H2O = Cd(2+)(out) + ADP + phosphate + H(+)	EC:7.2.2.2 ABC-type Cd(2+) transporter;EC:7.2.2.21 Cd(2+)-exporting ATPase	11581
RHEA:12332	Fe(3+)(out) + ATP + H2O = Fe(3+)(in) + ADP + phosphate + H(+)	EC:7.2.2.7 ABC-type Fe(3+) transporter	41
RHEA:13181	nitrate(out) + ATP + H2O = nitrate(in) + ADP + phosphate + H(+)	EC:7.3.2.4 ABC-type nitrate transporter	4
RHEA:13973	diphosphate + H2O + H(+)(in) = 2 phosphate + 2 H(+)(out)	EC:7.1.3.1 H(+)-exporting diphosphatase	12506
RHEA:14429	a [oligopeptide](in) + ATP + H2O = a [oligopeptide](out) + ADP + phosphate + H(+)	EC:7.4.2.6 ABC-type oligopeptide transporter	965
RHEA:14613	taurine(out) + ATP + H2O = taurine(in) + ADP + phosphate + H(+)	EC:7.6.2.7 ABC-type taurine transporter	46
RHEA:14633	Na(+)(in) + ATP + H2O = Na(+)(out) + ADP + phosphate + H(+)	EC:7.2.2.3 P-type Na(+) transporter;EC:7.2.2.4 ABC-type Na(+) transporter	4390
RHEA:14673	a polar amino acid(out) + ATP + H2O = a polar amino acid(in) + ADP + phosphate + H(+)	EC:7.4.2.1 ABC-type polar-amino-acid transporter	15663
RHEA:14733	Ag(+)(in) + ATP + H2O = Ag(+)(out) + ADP + phosphate + H(+)	EC:7.2.2.15 P-type Ag(+) transporter	1
RHEA:15181	an acyl-CoA(out) + ATP + H2O = an acyl-CoA(in) + ADP + phosphate + H(+)	EC:7.6.2.4 ABC-type fatty-acyl-CoA transporter	2
RHEA:15557	Ni(2+)(out) + ATP + H2O = Ni(2+)(in) + ADP + phosphate + H(+)	EC:7.2.2.11 ABC-type Ni(2+) transporter	6132
RHEA:15597	a Fe(III)-siderophore(out) + ATP + H2O = a Fe(III)-siderophore(in) + ADP + phosphate + H(+)		974
RHEA:16461	urate(in) + ATP + H2O = urate(out) + ADP + phosphate + H(+)		2849
RHEA:16777	K(+)(out) + ATP + H2O = K(+)(in) + ADP + phosphate + H(+)	EC:7.2.2.6 P-type K(+) transporter	14670
RHEA:17365	Mn(2+)(out) + ATP + H2O = Mn(2+)(in) + ADP + phosphate + H(+)	EC:7.2.2.5 ABC-type Mn(2+) transporter	1
RHEA:17629	alpha,alpha-trehalose(in) = alpha,alpha-trehalose(out)		859
RHEA:17873	an R-cob(III)alamin(out) + ATP + H2O = an R-cob(III)alamin(in) + ADP + phosphate + H(+)	EC:7.6.2.8 ABC-type vitamin B12 transporter	4093
RHEA:18065	phosphonate(out) + ATP + H2O = phosphonate(in) + ADP + phosphate + H(+)	EC:7.3.2.2 ABC-type phosphonate transporter	132
RHEA:18105	Ca(2+)(in) + ATP + H2O = Ca(2+)(out) + ADP + phosphate + H(+)	EC:7.2.2.10 P-type Ca(2+) transporter	42733
RHEA:18353	K(+)(out) + Na(+)(in) + ATP + H2O = K(+)(in) + Na(+)(out) + ADP + phosphate + H(+)	EC:7.2.2.13 Na(+)/K(+)-exchanging ATPase	1250
RHEA:18453	[(1->2)-beta-D-glucosyl](n)(in) + ATP + H2O = [(1->2)-beta-D-glucosyl](n)(out) + ADP + phosphate + H(+)	EC:7.5.2.3 ABC-type beta-glucan transporter	23
RHEA:19121	an S-substituted glutathione(in) + ATP + H2O = an S-substituted glutathione(out) + ADP + phosphate + H(+)	EC:7.6.2.3 ABC-type glutathione-S-conjugate transporter	4665
RHEA:19261	heme b(in) + ATP + H2O = heme b(out) + ADP + phosphate + H(+)	EC:7.6.2.5 ABC-type heme transporter	1870
RHEA:20621	Zn(2+)(in) + ATP + H2O = Zn(2+)(out) + ADP + phosphate + H(+)	EC:7.2.2.12 P-type Zn(2+) transporter	19755
RHEA:20832	guanine(out) + ATP + H2O = guanine(in) + ADP + phosphate + H(+)	EC:7.6.2.6 ABC-type guanine transporter	3
RHEA:20852	ATP + H2O + H(+)(in) = ADP + phosphate + 2 H(+)(out)	EC:7.1.2.1 P-type H(+)-exporting transporter	8727
